,Datetime,Tweet Id,Text,Username,rate
38,2021-11-19 15:00:25+00:00,1.46171E+18,"__GIVING TUESDAY IS COMING!__

On November 30th, #HOPEww is proud to participate in Giving Tuesday to rally support for our @hwwvolunteercorps Programs. 

We have 24 hours to match $24,000! We need your support to beat this goal! 

#GivingTuesday2021 #GivingTuesday https://t.co/5xKKYbU2VV",HOPEworldwide,2
39,2021-11-12 15:00:34+00:00,1.45917E+18,"__SINGHOPE IS TODAY!__

#SINGHOPE will be live on our YouTube channel on Nov. 12th at 8 PM EST/5 PM PST! To learn more visit https://t.co/BRB3IEfVR8.
 
#hopeworldwide #hopeww #SINGHOPE https://t.co/U5jXCiJ8aT",HOPEworldwide,3
40,2021-11-09 15:07:22+00:00,1.45809E+18,"Incredible work by HOPE worldwide Mexico!__

The Chimalhuacan Child Nutrition Center provides 55,000 breakfasts annually to over 120 families in need. At the center, they work to improve the development of boys and girls so that they perform better in their schools.
 
#hopeww https://t.co/M2zbP9dfqQ",HOPEworldwide,2
41,2021-11-05 14:04:46+00:00,1.45662E+18,"Leave a _§Ô_ below for this__

This is so special __ It truly inspires hope to watch a community take care of someone who is in need. What ways can we imitate this lesson into how we take care of one another in our own communities?

via the School District Philadelphia

#hopeww https://t.co/NwVFOOACoQ",HOPEworldwide,3
42,2021-10-28 15:10:04+00:00,1.45374E+18,"Leave a _§Ô_ below for this__

Brooke from @southernhillshospitallv (on Instagram) goes above and beyond for her patients __ _•∫Such a great example of how serving our neighbors in need can come in many different shapes and forms!

#hope #hopeworldwide #hopeww https://t.co/qMFhOVEY9T",HOPEworldwide,3
43,2021-10-27 14:00:20+00:00,1.45336E+18,"Volunteering = a tool for inspiring greater hope ________

Your turn ‚¨____

Credit: UN Volunteers

#hope #hopeworldwide #hopeww https://t.co/zmjfwbhI3I",HOPEworldwide,2
44,2021-10-22 14:01:23+00:00,1.45155E+18,"__NYAC APPLICATIONS ARE OPEN__

Are you a U.S. high school or college student looking for the opportunity to build important leadership skills? The National Youth Advisory Council (NYAC) is for you!

Applications are live! Visit https://t.co/tS8Cw4eVuP to learn more!
 
#hopeww https://t.co/6ETymxLv4P",HOPEworldwide,2
45,2021-10-20 14:35:34+00:00,1.45083E+18,"__SINGHOPE is COMING! With some new artists! __

Any guesses for which artists will be performing?

Save the date! SINGHOPE is back on Nov 12th.

#hope #hopeworldwide #hopeww https://t.co/nGpahaeZIU",HOPEworldwide,1
46,2021-10-19 14:00:20+00:00,1.45046E+18,"__Great work HOPEww Golf Classic__

The HOPEww Dallas-Fort Worth Chapter set up this awesome fundraiser where 96 people came together to play a round of 18 holes of golf and raise money for HOPE worldwide Africa.

#hopeworldwide #hopeww https://t.co/XEkbcT8rPS",HOPEworldwide,2
47,2021-10-15 16:01:13+00:00,1.44904E+18,"____SINGHOPE is BACK____

Mark your calendars! Save the date! SINGHOPE is back on Nov 12th.

We are so excited to host this year__ SINGHOPE with some new artists, and new twists! 
More details coming soon.

#hope #hopeworldwide #hopeww https://t.co/jhDOtTke0x",HOPEworldwide,3
48,2021-10-13 16:01:14+00:00,1.44832E+18,"As a part of #hispanicheritagemonth, we asked some of our staff members of Hispanic/Latinx heritage to share what this month means to them.
 
We would love to hear your story and what this month of celebrating your heritage means to you!
 
#hopeww #latinxheritagemonth https://t.co/cbR8EckR2Y",HOPEworldwide,2
49,2021-10-10 14:00:32+00:00,1.4472E+18,"__Today is World Mental Health Day__

We wanted to share some of our favorite quotes and reminders with you about mental health. We hope today you remember how important mental health is and take action to prioritize your mental health.

#hopeww #mentalhealth #mentalhealthday https://t.co/Y90cvboBtI",HOPEworldwide,3
50,2021-10-09 14:00:26+00:00,1.44684E+18,"__HOPEww 2021 Awards__

One week ago we hosted Think Tank 2021 with our Chapter Leaders &amp; Service Leaders here in Atlanta, GA. At the event, we were able to recognize some of our incredible volunteers by presenting them with our HOPEww 2021 awards!

#hopeww #hopeworldwide https://t.co/TAZXC4DtsI",HOPEworldwide,3
51,2021-10-05 14:00:25+00:00,1.44539E+18,"We are so grateful for our incredible staff, volunteers, and supporters here at HOPE worldwide! 

Thank you for your incredible support as we seek to pursue our mission! Together we can INSPIRE GREATER HOPE!
 
#hopeww #hopeworldwide https://t.co/85F2GuVmVm",HOPEworldwide,3
52,2021-10-04 14:09:00+00:00,1.44503E+18,"--REPOST from Hope worldwide NY Metro--

Urban areas across the NY/NJ metro region are in great need! From beautification to feeding the food insecure, HOPEww volunteers are working, even during a pandemic, to meet those needs!

#hope #hopeworldwide #hopeww https://t.co/6LQBJRA3AY",HOPEworldwide,3
53,2021-10-01 14:00:55+00:00,1.44394E+18,"We are excited to announce our provisional plan for 2022. We say __rovisional_ as we are still dealing with COVID-19 contingencies and unpredictability. Registration for the 2022 trips will open on December 1.

Which trip are you signing up for?

#hopeww #hvc #hopevolunteercorps https://t.co/tNGLbQ21V7",HOPEworldwide,2
54,2021-09-30 14:05:04+00:00,1.44358E+18,"REPOST--@_HopeIndia:
The HOPE foundation school, in the village of Chinnagudi in Nagapattinam district of India, teaches over 300 children from kindergarten to fifth grade. Providing quality English education within walking distance of their homes has endeared the school.
#hopeww https://t.co/UXA0K3iBlF",HOPEworldwide,3
55,2021-09-29 14:00:27+00:00,1.44321E+18,"How would you describe a volunteer? _

For us, volunteers partner with their local and global communities to bring about sustainable development.

#hope #hopeworldwide #hopeww https://t.co/1J6AfX1PUl",HOPEworldwide,2
56,2021-09-26 14:00:07+00:00,1.44213E+18,"Leave a _§Ô_ below for the support__

This is so true. Everyone could use a hug from time to time.____ Maybe today you__l have an opportunity to be that support to someone else!
____
Video: shackychan2 on TikTok

#hope #hopeworldwide #hopeww https://t.co/1QVyzDUPEy",HOPEworldwide,3
57,2021-09-25 14:00:34+00:00,1.44176E+18,"__HOPEww Volunteer Corps Bahamas Highlight__

__eing part of HVC has allowed me the opportunity to put my faith in action, build new, spiritual, deep and hopefully lifelong friendships, experience the blessings and challenges of a new culture!_

#hopeworldwide #hopeww https://t.co/KZGGrXBhTL",HOPEworldwide,2
58,2021-09-24 14:38:52+00:00,1.44141E+18,"@CatFoundationTS Gives $200,000 Grant to HOPE worldwide bringing relief to the vulnerable communities affected by the COVID19 pandemic in Indonesia!

To learn more click here: https://t.co/nXpNcmGUuZ 
 
#hopeww #hopeworldwide #caterpillarfoundation #hopeworldwideindonesia https://t.co/p3N9NdXBW4",HOPEworldwide,3
59,2021-09-23 14:00:58+00:00,1.44104E+18,"__Meet the newest 2022 Global Service Interns!__

We are so excited to announce our newest members of GSI! These seven young men and women will be trained to lead our #HOPEww Volunteer Corps trips around the world.

Click the link for their full bios: https://t.co/u0W4gpJWfO. https://t.co/gojWpqoeL8",HOPEworldwide,3
60,2021-09-21 14:01:05+00:00,1.44032E+18,"__Celebrating Hispanic Heritage Month!__
 
During this month we will be honoring and highlighting those of Hispanic/Latinx heritage from our staff, our volunteers, and the many historical figures who represent our mission.
 
#hopeww #hopeworldwide #HispanicHeritageMonth https://t.co/vwLKd2iEj8",HOPEworldwide,3
61,2021-09-20 19:00:12+00:00,1.44003E+18,"Over the past month with the support of our partners HOPEww Haiti, the Caribbean Mission Society, and other Haiti supporters, we__e been able to provide critical food and medicine to families. 

To Donate Now: https://t.co/VcPyIhgAsr

#hopeww #hopeworldwide https://t.co/TNWO5McP9c",HOPEworldwide,3
62,2021-09-18 16:00:18+00:00,1.43926E+18,"__Happy National Cleanup Day__

There are tons of events happening globally today to clean up local parks, trails, beaches, mountains &amp; open spaces!

How will you be spending your #NationalCleanupDay?

#hope #hopeworldwide #hopeww https://t.co/dGbRu3T2xN",HOPEworldwide,2
63,2021-09-16 14:00:35+00:00,1.4385E+18,"Such an amazing point from this throwback to Carmen Hamilton__ TED Talk __dverse Childhood Experiences (ACEs)_ from our 2019 Global Conference! 
 
Click the link to check out our YouTube channel for this and other videos: https://t.co/dNVbUz9Djr.
 
#hopeworldwide #hopeww https://t.co/MNyUWuHAMd",HOPEworldwide,3
64,2021-09-12 14:00:16+00:00,1.43705E+18,"_§ØWhat a simple, yet amazing idea!_§Ô_
Especially during a time like now where so many people have been isolated or alone, this is such a great way to brighten someone__ day and serve your local community in a unique and fun way!
__: @lalalandkindcafe
#hope #hopeworldwide #hopeww https://t.co/6bnomMDHPv",HOPEworldwide,2
65,2021-09-10 18:00:04+00:00,1.43639E+18,"This is a throwback to Ben Barnett__ message __reach Good News to the Poor_ from last year! Want to go back and watch the full thing? Click the link to check out our YouTube channel for this and other videos: https://t.co/uf5FdILipe.

#hopeworldwide #hopeww https://t.co/zQB07vy8tS",HOPEworldwide,3
66,2021-09-09 14:00:19+00:00,1.43597E+18,"__Volunteering is at the core of who we are at HOPE worldwide__

This month we are focusing on volunteering, and we want to hear from YOU! What does volunteering mean to you? What ways do you #volunteer in your local community? Let us know in the comments!

#hopeworldwide #hopeww https://t.co/aspcGYUJor",HOPEworldwide,2
67,2021-09-08 15:00:33+00:00,1.43562E+18,"_Is your service reciprocal?_

This is a throwback to D.J. Sheutze__ TED Talk __eciprocal Missions_ from our 2019 Global Conference! Want to go back and watch the full thing?

Click here to watch the full videoi: https://t.co/glKJdtvYsF.

#hopeworldwide #hopeww https://t.co/WhVthb7mUC",HOPEworldwide,2
68,2021-09-07 14:00:32+00:00,1.43524E+18,"__Gratitude: We serve out of gratitude. When we serve it helps us shift our mindset to an understanding that we have so much.
__Transformation: Serving others transforms us!
_§Ô_Love: We serve because it is an expression of love, and God has called us to love our neighbor!

#hopeww https://t.co/VoQk7M0jzJ",HOPEworldwide,2
69,2021-09-06 14:01:05+00:00,1.43488E+18,"HVC Lebanon Highlight!

""A group of volunteers served around 200 children affected by the Port explosion, while the rest painted the school ceilings &amp; walls joyfully."" - HOPEww Lebanon

#hopeww #hopeworldwide https://t.co/8zNQu1bCyt",HOPEworldwide,2
70,2021-09-05 14:00:16+00:00,1.43452E+18,"Today we celebrate #InternationalDayofCharity and honor the legacy of #MotherTeresa who devoted her life to loving and helping people in need. In 1996 our founders, Bob and Pat Gempel, honored her with the HOPE Unity Award. 

#hope #hopeworldwide #hopeww #unitednations https://t.co/pWZoNEMw0b",HOPEworldwide,2
71,2021-09-04 14:00:28+00:00,1.43415E+18,"--REPOST HOPE worldwide Canada--

Our 2021 HOPE in Action Fundraiser was a huge success thanks to the 214 participants who raised over $52,000!

Thank you to all our incredible participants and donors who took ACTION.
 
#hopeww https://t.co/LpgagY8JSb",HOPEworldwide,3
72,2021-09-03 18:15:04+00:00,1.43386E+18,"Responding to #HurricaneIda
#HOPEworldwide is responding to immediate needs in the wake of #Hurricane #Ida in Louisiana. Our disaster response team is providing air conditioners, generators along with other essential supplies.
 
Donate Now: https://t.co/VcPyIhgAsr.
#hopeww https://t.co/VTYTND0Dn7",HOPEworldwide,2
73,2021-09-01 14:01:12+00:00,1.43307E+18,"How would you describe a volunteer? _
 
For us, volunteers partner with their local and global communities to bring about sustainable development.

 #hopeworldwide #hopeww https://t.co/FGejTrJLeO",HOPEworldwide,3
74,2021-08-30 19:00:20+00:00,1.43242E+18,"--REPOST HOPE worldwide Massachusetts--

We had some volunteers team up with @TheCharityGuild to put together a Back-to-School initiative.

This was a backpack drive to support the amazing work of The Charity Guild in the community of Brockton!

#hope #hopeworldwide #hopeww https://t.co/Q7kfm9JZws",HOPEworldwide,2
75,2021-08-30 13:00:25+00:00,1.43233E+18,"Pray for those affected by #HurricaneIda.
Category 4 Hurricane #Ida has made landfall, impacting #Louisiana and #Mississippi. #HOPEww is actively assessing the situation to prepare disaster relief assistance. Donate Now: https://t.co/VcPyIhgAsr. 

#hopeworldwide https://t.co/5z2ylsanO5",HOPEworldwide,3
76,2021-08-29 14:00:23+00:00,1.43198E+18,"Here are seven reasons why everyone should #volunteer!

Can you tell us yours? Comment below‚¨__

Credit: @unvolunteers

#hope #hopeworldwide #hopeww https://t.co/5LTTWLLmph",HOPEworldwide,2
77,2021-08-28 14:00:05+00:00,1.43162E+18,"Service comes in many different forms__
 
Sometimes it__ just taking a second out of your day to help someone.
 
If you're in a position to help someone today, do it _§Ô____
___
Video: tommyxblake on tiktok
 
#hopeworldwide #hopeww https://t.co/3av0H5sCkS",HOPEworldwide,3
78,2021-08-25 14:17:43+00:00,1.43053E+18,"This is a throwback to Reese Nyland__ message __iblical Service_ at our 2019 Global Conference! Want to go back and watch the full thing? Click the link to check out our YouTube channel for this and other videos: https://t.co/ItGHAAz2Ay. 
 
#hopeworldwide #hopeww https://t.co/2caMY68FpL",HOPEworldwide,2
79,2021-08-20 14:00:30+00:00,1.42872E+18,"On Aug 14 #Haiti was hit by a 7.2M earthquake. 1,400 people were killed &amp; thousands were injured. #HOPEww is sending immediate food and water aid &amp; is working with HOPEww Haiti to assess needs and develop a long-term recovery plan.

To donate click here: https://t.co/VcPyIhgAsr. https://t.co/OPwZxH0d0S",HOPEworldwide,3
80,2021-08-19 14:00:37+00:00,1.42836E+18,"We thought this was a great reminder to us as we seek to serve those around us that as long as we pick ourselves back up when we fall, there are no limits to what we can achieve in our communities and change in our world.
 
__: @officialdugas on Instagram
 
#hopeworldwide #hopeww https://t.co/JGTZNKTpg6",HOPEworldwide,3
81,2021-08-18 14:00:50+00:00,1.42799E+18,"__PRAY FOR AFGHANISTAN____

Join us as we__e praying for #Afghanistan today, for the safety and security of all children and families in the area.
 
#hopeworldwide #hopeww #prayforafghanistan https://t.co/QQFr4mV115",HOPEworldwide,3
82,2021-08-17 22:00:11+00:00,1.42775E+18,"Happy #NationalNonprofitDay! Here are five ways to give some extra support today to HOPEww. Do one or all five!

__________ ________ ________ ________ ________ ______________! Let us know how HOPEww has impacted your life in the comments.

#hopeworldwide #hopeww https://t.co/P9GUhgX9BR",HOPEworldwide,3
83,2021-08-16 14:09:55+00:00,1.42727E+18,"Join us on Instagram LIVE: TONIGHT @ 7 pm EST/4 pm PST as we interview three HVC 2021 participants: Jose Escarcega from HVC Tucson, Elena Araneo from HVC Mexico, &amp; Emilio Reyes from HVC Philly. 
 
Find it here: https://t.co/0Bf0zbF45a.
 
#hopeww #hopewwvolunteercorps #hvc https://t.co/aW8HISpqcj",HOPEworldwide,3
84,2021-08-15 01:00:12+00:00,1.42671E+18,"Join us on Instagram LIVE: MONDAY @ 7 pm EST/4 pm PST as we interview three HVC 2021 participants: Jose Escarcega from HVC Tucson, Elena Araneo from HVC Mexico, &amp; Emilio Reyes from HVC Philly. 
 
Find it here: https://t.co/0Bf0zbF45a.
 
#hopeww #hopewwvolunteercorps https://t.co/OPSrRG0U9E",HOPEworldwide,3
85,2021-08-14 19:00:08+00:00,1.42662E+18,"Please Pray for Haiti!
A 7.2M #earthquake hit Haiti this morning causing mass destruction. #HOPEworldwide is actively assessing the situation to prepare aid and recovery assistance. Please Donate Now https://t.co/VcPyIhgAsr.  #hopeww #prayforhaiti #haiti https://t.co/eAfVdNvXEF",HOPEworldwide,3
86,2021-08-13 14:01:06+00:00,1.42618E+18,"__Tucson HOPEww Volunteer Corps Highlight__

--REPOST: Jamie Steach--

For two weeks we all assembled together in Tucson, AZ, for an HVC, and although I went into this trip knowing literally no one on it, I think they__ all agree with me for saying we left as a family.

#hopeww https://t.co/6ldnutLAuC",HOPEworldwide,2
